Name,Image URL,Product URL,Price,Core Count,Performance Core Clock,Performance Core Boost Clock,Efficiency Core Clock,Efficiency Core Boost Clock,TDP,Manufacturer,Part #,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Specs Number
Intel Core i7-8086K,//cdna.pcpartpicker.com/static/forever/images/product/452fefc7712153b364268a36d1674efb.256p.jpg,https://pcpartpicker.com/product/CgqhP6/intel-core-i7-8086k-4ghz-6-core-processor-bx80684i78086k,$450.01 ,"
6
","
4 GHz
","
5 GHz
",N/A,N/A,"
95 W
","
Intel
",BX80684I78086K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i9-10900X,//cdna.pcpartpicker.com/static/forever/images/product/d6ea76d2a63ade5759235829a6d63697.256p.jpg,https://pcpartpicker.com/product/r4NgXL/intel-core-i9-10900x-37-ghz-10-core-processor-bx8069510900x,$615.00 ,"
10
","
3.7 GHz
","
4.7 GHz
",N/A,N/A,"
165 W
","
Intel
",BX8069510900X,"
None
","
256 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i9-10900,//cdna.pcpartpicker.com/static/forever/images/product/2c0e54afceb3b128eef552ffa7b488ee.256p.jpg,https://pcpartpicker.com/product/wW7p99/intel-core-i9-10900-28-ghz-10-core-processor-bx8070110900,$275.98 ,"
10
","
2.8 GHz
","
5.2 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070110900,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i9-13900T,/static/forever/img/no-image.png,https://pcpartpicker.com/product/Y4Fbt6/intel-core-i9-13900t-11-ghz-24-core-oemtray-processor-cm8071504820403,,"
24
","
1.1 GHz
","
5.3 GHz
","
0.8 GHz
","
3.9 GHz
","
35 W
","
Intel
",CM8071504820403,"
Intel UHD Graphics 770
","
192 GB
","
Yes
","
No
",OEM/Tray,"
10 nm
","
No
",N/A,22
Intel Core i9-12900,//cdna.pcpartpicker.com/static/forever/images/product/b61a0cfda1c9f56fda7c2f91dacd9046.256p.jpg,https://pcpartpicker.com/product/JpJgXL/intel-core-i9-12900-24-ghz-16-core-processor-bx8071512900,$458.00 ,"
16
","
2.4 GHz
","
5.1 GHz
","
1.8 GHz
","
3.8 GHz
","
65 W
","
Intel
",BX8071512900,"
Intel UHD Graphics 770
","
128 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Xeon E5-2687W V4,//cdna.pcpartpicker.com/static/forever/images/product/acbbf09e0391f7599810e37d7ed1f9de.256p.jpg,https://pcpartpicker.com/product/YMbkcf/intel-cpu-bx80660e52687v4,"$1,935.00 ","
12
","
3 GHz
","
3.5 GHz
",N/A,N/A,"
160 W
","
Intel
",BX80660E52687V4,"
None
","
1536 GB
","
Yes
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-6500,//cdna.pcpartpicker.com/static/forever/images/product/68a2d7d02408cf9854c557a10603aa8b.256p.jpg,https://pcpartpicker.com/product/8GcMnQ/intel-cpu-cm8066201920404,,"
4
","
3.2 GHz
","
3.6 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8066201920404,"
Intel HD Graphics 530
","
64 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i9-7960X,//cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,https://pcpartpicker.com/product/r87CmG/intel-core-i9-7960x-28ghz-16-core-processor-bx80673i97960x,$347.48 ,"
16
","
2.8 GHz
","
4.4 GHz
",N/A,N/A,"
165 W
","
Intel
",BX80673I97960X,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i9-9900,//cdna.pcpartpicker.com/static/forever/images/product/da9f3c4ba2ab5a3be4a1342ab47e0afc.256p.jpg,https://pcpartpicker.com/product/GWMwrH/intel-core-i9-9900-31-ghz-8-core-processor-bx80684i99900,$464.15 ,"
8
","
3.1 GHz
","
5 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I99900,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Celeron 420,https://images-fe.ssl-images-amazon.com/images/I/31%2BzKaYCucL.jpg,https://pcpartpicker.com/product/hzrG3C/intel-cpu-hh80557rg025512,$75.44 ,"
1
","
1.6 GHz
",N/A,N/A,N/A,"
35 W
","
Intel
",HH80557RG025512,"
None
",N/A,"
No
","
No
",OEM/Tray,"
65 nm
","
No
",N/A,18
Intel Core i7-6950X,https://m.media-amazon.com/images/I/41RbzAmPg7L.jpg,https://pcpartpicker.com/product/MJM323/intel-cpu-bx80671i76950x,$506.35 ,"
10
","
3 GHz
","
3.5 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80671I76950X,"
None
",N/A,"
No
","
No
",Boxed,"
14 nm
","
No
",N/A,19
Intel Core i7-4790,//cdna.pcpartpicker.com/static/forever/images/product/c5de191eb0e991b8a2a6d20d66cf9a5f.256p.jpg,https://pcpartpicker.com/product/BRjG3C/intel-cpu-bx80646i74790,,"
4
","
3.6 GHz
","
4 GHz
",N/A,N/A,"
84 W
","
Intel
",BX80646I74790,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
Intel Celeron G4900,//cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,https://pcpartpicker.com/product/bWBTwP/intel-celeron-g4900-31ghz-dual-core-oemtray-processor-cm8068403378112,$48.59 ,"
2
","
3.1 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",CM8068403378112,"
Intel UHD Graphics 610
","
64 GB
","
Yes
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,19
Intel Xeon E5-1650 V4,//cdna.pcpartpicker.com/static/forever/images/product/9f6b656cf6f4885666f47c2677601942.256p.jpg,https://pcpartpicker.com/product/ypBrxr/intel-xeon-e5-1650-v4-36ghz-6-core-oemtray-processor-cm8066002044306,$84.94 ,"
6
","
3.6 GHz
","
4 GHz
",N/A,N/A,"
140 W
","
Intel
",CM8066002044306,"
None
","
1536 GB
","
Yes
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Celeron E3500,//cdna.pcpartpicker.com/static/forever/images/product/46a03879a29ca865286a09055ba2f4c1.256p.jpg,https://pcpartpicker.com/product/2VK7YJ/intel-cpu-bx80571e3500,$14.99 ,"
2
","
2.7 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80571E3500,"
None
",N/A,"
No
","
Yes
",Boxed,"
45 nm
","
Yes
",N/A,18
Intel Core i7-7800X,//cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,https://pcpartpicker.com/product/ymtWGX/intel-core-i7-7800x-35ghz-6-core-processor-bx80673i77800x,$489.99 ,"
6
","
3.5 GHz
","
4 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80673I77800X,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD FX-8320,https://m.media-amazon.com/images/I/51rRMnzcyUL.jpg,https://pcpartpicker.com/product/dmw323/amd-cpu-fd8320frhkbox,$175.00 ,"
8
","
3.5 GHz
",N/A,N/A,N/A,"
125 W
","
AMD
",FD8320FRHKBOX,"
None
",N/A,"
Yes
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Celeron G4930,//cdna.pcpartpicker.com/static/forever/images/product/823a8232a5aa4f5706c0d28b5c69a9c9.256p.jpg,https://pcpartpicker.com/product/KvjNnQ/intel-celeron-g4930-32-ghz-dual-core-processor-bx80684g4930,$48.75 ,"
2
","
3.2 GHz
",N/A,N/A,N/A,"
54 W
","
Intel
",BX80684G4930,"
Intel UHD Graphics 610
","
64 GB
","
Yes
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i5-8600,https://m.media-amazon.com/images/I/51yRjfYzahL.jpg,https://pcpartpicker.com/product/XMTPxr/intel-core-i5-8600-31ghz-6-core-processor-bx80684i58600,$289.00 ,"
6
","
3.1 GHz
","
4.3 GHz
",N/A,N/A,"
65 W
","
Intel
",BX80684I58600,"
Intel UHD Graphics 630
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Pentium E5700,https://m.media-amazon.com/images/I/51HGNzcpAeL.jpg,https://pcpartpicker.com/product/MG4gXL/intel-cpu-bx80571e5700,$19.98 ,"
2
","
3 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80571E5700,"
None
",N/A,"
No
","
Yes
",Boxed,"
45 nm
","
Yes
",N/A,18
AMD 2650,https://m.media-amazon.com/images/I/41RQJGX23GL.jpg,https://pcpartpicker.com/product/tLvRsY/amd-cpu-sd2650jahmbox,$105.27 ,"
2
","
1.45 GHz
",N/A,N/A,N/A,"
25 W
","
AMD
",SD2650JAHMBOX,"
Radeon HD 8240
",N/A,"
No
","
Yes
",Boxed,"
28 nm
","
Yes
",N/A,18
AMD Ryzen 9 3900X,//cdna.pcpartpicker.com/static/forever/images/product/24ff507103b5ff52377621b24930dddd.256p.jpg,https://pcpartpicker.com/product/pQ3H99/amd-ryzen-9-3900x-36-ghz-12-core-oemtray-processor-100-000000023,,"
12
","
3.8 GHz
","
4.6 GHz
",N/A,N/A,"
105 W
","
AMD
",100-000000023,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
7 nm
","
No
",N/A,20
Intel Core i7-2700K,https://m.media-amazon.com/images/I/51iIPrsq5TL.jpg,https://pcpartpicker.com/product/CNCwrH/intel-cpu-bx80623i72700k,$89.00 ,"
4
","
3.5 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",BX80623i72700K,"
Intel HD Graphics 3000
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i5-8400,//cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,https://pcpartpicker.com/product/NZgPxr/intel-core-i5-8400-28ghz-6-core-oemtray-processor-cm8068403358811,$249.95 ,"
6
","
2.8 GHz
","
4 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8068403358811,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i7-9700F,//cdna.pcpartpicker.com/static/forever/images/product/2a54758af56063b11ceb9edee8074090.256p.jpg,https://pcpartpicker.com/product/cTwkcf/intel-core-i7-9700f-3-ghz-8-core-oemtray-processor-cm8068403874523,$395.34 ,"
8
","
3 GHz
","
4.7 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8068403874523,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i7-8700,//cdna.pcpartpicker.com/static/forever/images/product/0fcd072945a17e488acd2e3e5592785e.256p.jpg,https://pcpartpicker.com/product/DTdFf7/intel-core-i7-8700-32ghz-6-core-oemtray-processor-cm8068403358316,$440.00 ,"
6
","
3.2 GHz
","
4.6 GHz
",N/A,N/A,"
65 W
","
Intel
",CM8068403358316,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD Ryzen 5 3600,//cdna.pcpartpicker.com/static/forever/images/product/03f161573f98c93ea9f3e36c4254956e.256p.jpg,https://pcpartpicker.com/product/Mt92FT/amd-ryzen-5-3600-36-ghz-6-core-oemtray-processor-100-100000031mpk,,"
6
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
65 W
","
AMD
",100-100000031MPK,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
7 nm
","
No
",N/A,20
AMD FX-9590,//cdna.pcpartpicker.com/static/forever/images/product/af8e6181a8d4489c8613fc076130dc06.256p.jpg,https://pcpartpicker.com/product/pGrG3C/amd-cpu-fd9590fhhkwof,,"
8
","
4.7 GHz
","
5 GHz
",N/A,N/A,"
220 W
","
AMD
",FD9590FHHKWOF,"
None
",N/A,"
No
","
No
",OEM/Tray,"
32 nm
","
No
",N/A,19
Intel Core i5-4440,//cdna.pcpartpicker.com/static/forever/images/product/0d6a3724134faabbccc1898c4f27c1dc.256p.jpg,https://pcpartpicker.com/product/Qs9KHx/intel-cpu-bx80646i54440,$100.00 ,"
4
","
3.1 GHz
","
3.3 GHz
",N/A,N/A,"
84 W
","
Intel
",BX80646I54440,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,19
Intel Core i9-7900X,//cdna.pcpartpicker.com/static/forever/images/product/934aeb46f8ae9d26bed3d673b7c635c9.256p.jpg,https://pcpartpicker.com/product/GmtWGX/intel-core-i9-7900x-33ghz-10-core-processor-bx80673i97900x,$420.00 ,"
10
","
3.3 GHz
","
4.5 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80673I97900X,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Pentium Gold G6400,//cdna.pcpartpicker.com/static/forever/images/product/ab31eff2865edb93498c3ab8707d4c71.256p.jpg,https://pcpartpicker.com/product/FvCFf7/intel-pentium-gold-g6400-4-ghz-dual-core-processor-bx80701g6400,$69.98 ,"
2
","
4 GHz
",N/A,N/A,N/A,"
58 W
","
Intel
",BX80701G6400,"
Intel UHD Graphics 610
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i9-9900K (Standard Folding Box),//cdna.pcpartpicker.com/static/forever/images/product/d6a4bfb6fab5e161ba810775a1cfcd4e.256p.jpg,https://pcpartpicker.com/product/8jdrxr/intel-core-i9-9900k-36-ghz-8-core-processor-bx806849900k,$405.00 ,"
8
","
3.6 GHz
","
5 GHz
",N/A,N/A,"
95 W
","
Intel
",BX806849900K,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,21
Intel Core i9-11900,//cdna.pcpartpicker.com/static/forever/images/product/c9724573a84719379a3f95f469a6e636.256p.jpg,https://pcpartpicker.com/product/3y4Ycf/intel-core-i9-11900-25-ghz-8-core-processor-bx8070811900,$269.89 ,"
8
","
2.5 GHz
","
5.2 GHz
",N/A,N/A,"
65 W
","
Intel
",BX8070811900,"
Intel UHD Graphics 750
","
128 GB
","
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,20
Intel Core i5-8500T,https://m.media-amazon.com/images/I/41wcBEPMK1L.jpg,https://pcpartpicker.com/product/PLw7YJ/intel-core-i5-8500t-21ghz-6-core-oemtray-processor-cm8068403362509,,"
6
","
2.1 GHz
","
3.5 GHz
",N/A,N/A,"
35 W
","
Intel
",CM8068403362509,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i3-2100,https://m.media-amazon.com/images/I/51wyvjuFqVL.jpg,https://pcpartpicker.com/product/8Bn2FT/intel-cpu-bx80623i32100,$49.00 ,"
2
","
3.1 GHz
",N/A,N/A,N/A,"
65 W
","
Intel
",BX80623I32100,"
Intel HD Graphics 2000
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i7-7740X,https://m.media-amazon.com/images/I/514q5szhFSL.jpg,https://pcpartpicker.com/product/FJL7YJ/intel-core-i7-7740x-43ghz-quad-core-processor-bx80677i77740x,$189.00 ,"
4
","
4.3 GHz
","
4.5 GHz
",N/A,N/A,"
112 W
","
Intel
",BX80677I77740X,"
None
","
64 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
AMD Ryzen 5 2600,https://m.media-amazon.com/images/I/31XEept+wTL.jpg,https://pcpartpicker.com/product/6Nvqqs/amd-ryzen-5-2600-34-ghz-6-core-oemtray-processor-yd2600bbm6iaf,,"
6
","
3.4 GHz
","
3.9 GHz
",N/A,N/A,"
65 W
","
AMD
",YD2600BBM6IAF,"
None
","
64 GB
","
No
","
No
",OEM/Tray,"
12 nm
","
No
",N/A,20
AMD Athlon X2 340,https://m.media-amazon.com/images/I/51WACbVxC-L.jpg,https://pcpartpicker.com/product/VXK7YJ/amd-cpu-ad340xokhjbox,,"
2
","
3.2 GHz
",N/A,N/A,N/A,"
65 W
","
AMD
",AD340XOKHJBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Core i5-2500,https://images-na.ssl-images-amazon.com/images/I/51kN8BWH8oL.jpg,https://pcpartpicker.com/product/ZyPfrH/intel-cpu-bx80623i52500,,"
4
","
3.3 GHz
",N/A,N/A,N/A,"
95 W
","
Intel
",BX80623I52500,"
Intel HD Graphics 2000
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
Intel Xeon E5-2667 V3,/static/forever/img/no-image.png,https://pcpartpicker.com/product/3kcMnQ/intel-cpu-cm8064401724301,"$1,009.44 ","
8
","
3.2 GHz
","
3.6 GHz
",N/A,N/A,"
135 W
","
Intel
",CM8064401724301,"
None
",N/A,"
Yes
","
No
",OEM/Tray,"
22 nm
","
No
",N/A,19
Intel Core i3-3220,https://m.media-amazon.com/images/I/51KcX5RvY4L.jpg,https://pcpartpicker.com/product/dZphP6/intel-cpu-bx80637i33220,,"
2
","
3.3 GHz
",N/A,N/A,N/A,"
55 W
","
Intel
",BX80637I33220,"
Intel HD Graphics 2500
",N/A,"
Yes
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i7-7700K,//cdna.pcpartpicker.com/static/forever/images/product/193949e9182e432fc45535b8a557b977.256p.jpg,https://pcpartpicker.com/product/73jWGX/intel-core-i7-7700k-42ghz-quad-core-oemtray-processor-cm8067702868535,,"
4
","
4.2 GHz
","
4.5 GHz
",N/A,N/A,"
91 W
","
Intel
",CM8067702868535,"
Intel HD Graphics 630
","
64 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD Ryzen 3 1300X,//cdna.pcpartpicker.com/static/forever/images/product/7714a4b585034b6e4a3f2e230c2806f8.256p.jpg,https://pcpartpicker.com/product/Zk2rxr/amd-ryzen-3-1300x-35ghz-quad-core-processor-yd130xbbaebox,,"
4
","
3.5 GHz
","
3.7 GHz
",N/A,N/A,"
65 W
","
AMD
",YD130XBBAEBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
AMD Threadripper 2970WX,//cdna.pcpartpicker.com/static/forever/images/product/25622925b568c0fbb39f61b0383c39b4.256p.jpg,https://pcpartpicker.com/product/LRXnTW/amd-threadripper-2970wx-3-ghz-24-core-processor-yd297xazafwof,"$1,150.00 ","
24
","
3 GHz
","
4.2 GHz
",N/A,N/A,"
250 W
","
AMD
",YD297XAZAFWOF,"
None
","
1024 GB
","
Yes
","
No
",Boxed,"
12 nm
","
No
",N/A,20
Intel Xeon E5-2698 V3,/static/forever/img/no-image.png,https://pcpartpicker.com/product/sBDzK8/intel-cpu-cm8064401609800,,"
16
","
2.3 GHz
","
3.6 GHz
",N/A,N/A,"
135 W
","
Intel
",CM8064401609800,"
None
",N/A,"
Yes
","
No
",OEM/Tray,"
22 nm
","
No
",N/A,19
AMD Ryzen 3 1200 (12nm),//cdna.pcpartpicker.com/static/forever/images/product/2718f93893c0e844d4eb23c81d86b009.256p.jpg,https://pcpartpicker.com/product/Wkyqqs/amd-ryzen-3-1200-12nm-31-ghz-quad-core-processor-yd1200bbafbox,$105.00 ,"
4
","
3.1 GHz
","
3.4 GHz
",N/A,N/A,"
65 W
","
AMD
",YD1200BBAFBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
12 nm
","
Yes
",N/A,19
Intel Core i5-4670,//cdna.pcpartpicker.com/static/forever/images/product/3d305a3bb3b9891d1016ccd88b084f6b.256p.jpg,https://pcpartpicker.com/product/CVjG3C/intel-cpu-bx80646i54670,$52.00 ,"
4
","
3.4 GHz
",N/A,N/A,N/A,"
84 W
","
Intel
",BX80646I54670,"
Intel HD Graphics 4600
",N/A,"
No
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Core i7-4820K,https://m.media-amazon.com/images/I/51mC1-uROXL.jpg,https://pcpartpicker.com/product/t2h9TW/intel-cpu-bx80633i74820k,$205.86 ,"
4
","
3.7 GHz
","
3.9 GHz
",N/A,N/A,"
130 W
","
Intel
",BX80633I74820K,"
None
",N/A,"
No
","
No
",Boxed,"
22 nm
","
No
",N/A,19
AMD Ryzen 5 2600X,//cdna.pcpartpicker.com/static/forever/images/product/bd22e4deac30110021a64d9c7f9b8944.256p.jpg,https://pcpartpicker.com/product/KTtKHx/amd-ryzen-5-2600x-36-ghz-6-core-oemtray-processor-yd260xbcm6iaf,,"
6
","
3.6 GHz
","
4.2 GHz
",N/A,N/A,"
95 W
","
AMD
",YD260XBCM6IAF,"
None
","
64 GB
","
No
","
No
",OEM/Tray,"
12 nm
","
No
",N/A,20
Intel Core i3-4170,//cdna.pcpartpicker.com/static/forever/images/product/14c2c0e177a9537c451ecb7da2b80781.256p.jpg,https://pcpartpicker.com/product/hYrcCJ/intel-cpu-bx80646i34170,,"
2
","
3.7 GHz
",N/A,N/A,N/A,"
54 W
","
Intel
",BX80646I34170,"
Intel HD Graphics 4400
",N/A,"
Yes
","
Yes
",Boxed,"
22 nm
","
Yes
",N/A,18
Intel Celeron G3900,https://images-na.ssl-images-amazon.com/images/I/51niI34PUXL.jpg,https://pcpartpicker.com/product/x78H99/intel-cpu-cm8066201928610,$39.90 ,"
2
","
2.8 GHz
",N/A,N/A,N/A,"
51 W
","
Intel
",CM8066201928610,"
Intel HD Graphics 510
","
64 GB
","
Yes
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,19
Intel Core i9-10940X,//cdna.pcpartpicker.com/static/forever/images/product/665a1e6d9fce6e709588d6546b503b73.256p.jpg,https://pcpartpicker.com/product/fYWBD3/intel-core-i9-10940x-33-ghz-14-core-processor-bx8069510940x,$780.00 ,"
14
","
3.3 GHz
","
4.8 GHz
",N/A,N/A,"
165 W
","
Intel
",BX8069510940X,"
None
","
256 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i9-10920X,//cdna.pcpartpicker.com/static/forever/images/product/f289869a9c93444d38bf7d98fcbe2407.256p.jpg,https://pcpartpicker.com/product/2vZzK8/intel-core-i9-10920x-35-ghz-12-core-processor-bx8069510920x,$799.00 ,"
12
","
3.5 GHz
","
4.8 GHz
",N/A,N/A,"
165 W
","
Intel
",BX8069510920X,"
None
","
256 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i5-13600,/static/forever/img/no-image.png,https://pcpartpicker.com/product/38Fbt6/intel-core-i5-13600-27-ghz-14-core-processor-bx8071513600,,"
14
","
2.7 GHz
","
5 GHz
","
2 GHz
","
3.7 GHz
","
65 W
","
Intel
",BX8071513600,"
Intel UHD Graphics 770
","
192 GB
","
No
","
Yes
",Boxed,"
10 nm
","
Yes
",N/A,22
Intel Xeon E5-2683 V4,https://images-na.ssl-images-amazon.com/images/I/413etY4sE5L.jpg,https://pcpartpicker.com/product/B2mxFT/intel-cpu-cm8066002023604,$189.95 ,"
16
","
2.1 GHz
","
3 GHz
",N/A,N/A,"
120 W
","
Intel
",CM8066002023604,"
None
","
1536 GB
","
Yes
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
Intel Core i7-6850K,//cdna.pcpartpicker.com/static/forever/images/product/ba02f12ee3bb9892d21a4c3e26a3790f.256p.jpg,https://pcpartpicker.com/product/4RvZxr/intel-cpu-bx80671i76850k,$115.00 ,"
6
","
3.6 GHz
","
3.8 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80671I76850K,"
None
",N/A,"
No
","
No
",Boxed,"
14 nm
","
No
",N/A,19
AMD Ryzen 5 3600X,//cdna.pcpartpicker.com/static/forever/images/product/fd7b679a51670fc1161384cf95ba464f.256p.jpg,https://pcpartpicker.com/product/FCprxr/amd-ryzen-5-3600x-38-thz-6-core-oemtray-processor-100-000000022,,"
6
","
3.8 GHz
","
4.4 GHz
",N/A,N/A,"
95 W
","
AMD
",100-000000022,"
None
","
128 GB
","
No
","
No
",OEM/Tray,"
7 nm
","
No
",N/A,20
AMD Threadripper 2920X,//cdna.pcpartpicker.com/static/forever/images/product/e5ec30e5856001c1f713bc38ef99b588.256p.jpg,https://pcpartpicker.com/product/gnDJ7P/amd-threadripper-2920x-35-ghz-12-core-processor-yd292xa8afwof,$697.30 ,"
12
","
3.5 GHz
","
4.3 GHz
",N/A,N/A,"
180 W
","
AMD
",YD292XA8AFWOF,"
None
","
1024 GB
","
Yes
","
No
",Boxed,"
12 nm
","
No
",N/A,20
Intel Core i9-7980XE,//cdna.pcpartpicker.com/static/forever/images/product/ea6fb7fd04b7ce82ea8d3e1804736d1c.256p.jpg,https://pcpartpicker.com/product/8cdFf7/intel-core-i9-7980xe-26ghz-18-core-processor-bx80673i97980x,"$1,286.00 ","
18
","
2.6 GHz
","
4.4 GHz
",N/A,N/A,"
165 W
","
Intel
",BX80673I97980X,"
None
","
128 GB
","
No
","
No
",Boxed,"
14 nm
","
No
",N/A,20
Intel Core i7-5930K,//cdna.pcpartpicker.com/static/forever/images/product/c3a4d344bc087f70d7f757a933edb454.256p.jpg,https://pcpartpicker.com/product/zTvRsY/intel-cpu-bx80648i75930k,,"
6
","
3.5 GHz
","
3.7 GHz
",N/A,N/A,"
140 W
","
Intel
",BX80648I75930K,"
None
","
64 GB
","
No
","
No
",Boxed,"
22 nm
","
No
",N/A,20
Intel Core i7-13700T,//cdna.pcpartpicker.com/static/forever/images/product/1e486767a2ba0bdf2727648eee3aed63.256p.jpg,https://pcpartpicker.com/product/ZsbTwP/intel-core-i7-13700t-14-ghz-16-core-oemtray-processor-cm8071504820903,,"
16
","
1.4 GHz
","
4.9 GHz
","
1 GHz
","
3.6 GHz
","
35 W
","
Intel
",CM8071504820903,"
None
","
192 GB
","
Yes
","
No
",OEM/Tray,"
10 nm
","
No
",N/A,22
Intel Pentium G4560,//cdna.pcpartpicker.com/static/forever/images/product/78d5a83458df76aaff6112c60d482ff2.256p.jpg,https://pcpartpicker.com/product/8gKhP6/intel-pentium-g4560-35ghz-dual-core-processor-bx80677g4560,$133.41 ,"
2
","
3.5 GHz
",N/A,N/A,N/A,"
54 W
","
Intel
",BX80677G4560,"
Intel HD Graphics 610
","
64 GB
","
Yes
","
Yes
",Boxed,"
14 nm
","
Yes
",N/A,19
Intel Core i7-9700K,//cdna.pcpartpicker.com/static/forever/images/product/fec30788a4d41b1c00c195dc6dffb4e9.256p.jpg,https://pcpartpicker.com/product/6DVD4D/intel-core-i7-9700k-36ghz-8-core-oemtray-processor-cm8068403874212,,"
8
","
3.6 GHz
","
4.9 GHz
",N/A,N/A,"
95 W
","
Intel
",CM8068403874212,"
Intel UHD Graphics 630
","
128 GB
","
No
","
No
",OEM/Tray,"
14 nm
","
No
",N/A,20
AMD FX-8300,https://images-fe.ssl-images-amazon.com/images/I/51OQzB3bsDL.jpg,https://pcpartpicker.com/product/qmrcCJ/amd-cpu-fd8300wmhkbox,$117.33 ,"
8
","
3.3 GHz
",N/A,N/A,N/A,"
95 W
","
AMD
",FD8300WMHKBOX,"
None
",N/A,"
No
","
Yes
",Boxed,"
32 nm
","
Yes
",N/A,18
